,pearson_r
XRCC1,-0.010528456008081622
AHCY,-0.010905397281226574
ZNF292,-0.010999830046475118
DOHH,-0.011357310671309948
DPAGT1,-0.011366171643397961
GAR1,-0.011436669915182102
NBEAL1,-0.012661523116446024
TWF1,-0.01291852228876343
TRA2B,-0.013016560328796452
OIP5,-0.015125156402369794
HIST1H2BC,-0.015625152503389497
C7orf50,-0.015921691883507977
ZNF317,-0.016419738434046698
GTF2F1,-0.017940204978970677
PUM1,-0.018925098555860574
DNAJC8,-0.01902571217633193
PPA2,-0.019145359352321055
TUBD1,-0.019494227596153702
DYNLL2,-0.019500400603877675
DEPDC5,-0.020078168027166367
DHPS,-0.020103665683445963
MOB4,-0.020204245933225944
HIST1H2BJ,-0.020418143689198982
ACSS2,-0.020879621320830256
RPL41,-0.02182312371135358
EPB41L2,-0.022301986902824925
TUBE1,-0.022668194303993333
HMGN2,-0.02338321426690998
CPOX,-0.023589400941212216
SDR39U1,-0.023821059381417136
TRAPPC5,-0.02602261203962184
INO80E,-0.026550937847572655
PPP1CB,-0.028277090230209065
RTTN,-0.028368550853218724
SLC39A10,-0.028899064689494807
ELOVL1,-0.029541257536255656
THUMPD1,-0.029932427678767137
TOE1,-0.02994309286128842
TIGD1,-0.03056819002341274
PPIA,-0.030970605917404595
MARS2,-0.03108876988539725
PTCD1,-0.031914476930064155
SCAP,-0.03261017814471418
PPARGC1B,-0.03265256188375086
RNASEH2C,-0.033026190440000686
CNOT11,-0.033693830241488275
CDC42,-0.033787702689776655
CCP110,-0.03433433256674069
TTC4,-0.03462502780826104
USP19,-0.03520893513175657
ZFP69B,-0.035294185138925474
TSEN34,-0.03556136338281049
NAPG,-0.038991984794719436
DR1,-0.03920023075684129
SEPSECS,-0.040299334140474825
DCTN5,-0.04030909206171549
GTF3C3,-0.04105900980106187
PCBP1,-0.04127109376408199
WDR44,-0.04226269328740013
UBR5,-0.04303843145874012
RPS25,-0.04359174555579231
LDB1,-0.044561351428752546
TMED10,-0.04491162033807332
CDIPT,-0.04549336735277191
DSTYK,-0.04837282295561979
RHPN1,-0.04913135904491086
RBM15,-0.0497071689110584
CDK9,-0.05168883538911448
CCNL1,-0.05255191935364538
ARMC6,-0.054652199391990015
KIF11,-0.057460908984221265
GOSR2,-0.05851079821806741
CYC1,-0.05927240062471659
UBE3D,-0.06224471616902896
ALG1,-0.06433105663394699
PITRM1,-0.0655918233529377
BTF3L4,-0.06636654381250795
WAC,-0.06651076926263984
YY1,-0.06827350978643627
VPS41,-0.07038991869627076
TRAPPC1,-0.07179414196928051
ALG14,-0.07187251827444077
EIF4H,-0.07222779735769
KATNB1,-0.07254585448016487
TRAPPC3,-0.07262087148172071
UBE2Z,-0.07398060056943474
CNN2,-0.07431322371507323
SLC1A5,-0.08048101531980964
PDHA1,-0.08178781922452676
H2AFX,-0.08191111655636263
BCR,-0.08231494877705409
RBMXL1,-0.08289917499244284
VPS37A,-0.08936293765284789
HIST1H2BN,-0.09248378359052885
ARF4,-0.09477197521663577
SSBP3,-0.09852955157217014
RMI1,-0.09976223417550134
TMEM161B,-0.10057540805719273
DDX11,-0.10469980209748676
CHMP5,-0.11055426948366479
PRXL2A,-0.11793043893416726
GEMIN6,-0.12050346362072514
LRRC37B,-0.12058004173452996
F8A1,-0.1208879960108554
NAA35,-0.12407633578635002
S100A1,-0.12747172608082752
RPL36AL,-0.12979204096645294
SRSF10,-0.14882315516669575
FDPS,-0.15647831257983946
HHEX,-0.15770039428662952
CEP68,-0.1636760999660537
CYFIP1,-0.1752683390914379
NAA30,-0.2088217543687869
FOXO1,-0.2172330794068254
DDX3X,-0.24233769403241498
